respondent_id,task_id,alternative,chosen,price,content,ads,plan
9,72,3,1,14,premium,no_ads,annual
10,73,1,1,10,premium,no_ads,monthly
10,73,2,0,22,premium,full_ads,annual
10,73,3,0,22,standard,no_ads,monthly
10,74,1,1,14,premium,limited_ads,monthly
10,74,2,0,22,premium,full_ads,annual
10,74,3,0,10,standard,full_ads,monthly
10,75,1,0,18,standard,limited_ads,monthly
10,75,2,0,18,standard,full_ads,annual
10,75,3,1,14,premium,full_ads,annual
10,76,1,0,14,premium,no_ads,monthly
10,76,2,0,22,premium,full_ads,annual
10,76,3,1,10,premium,limited_ads,monthly
10,77,1,1,10,standard,no_ads,annual
10,77,2,0,22,standard,full_ads,annual
10,77,3,0,22,premium,no_ads,annual
10,78,1,0,18,standard,limited_ads,monthly
10,78,2,0,18,standard,full_ads,monthly
10,78,3,1,18,premium,limited_ads,monthly
10,79,1,0,18,standard,no_ads,annual
10,79,2,1,18,standard,limited_ads,annual
10,79,3,0,18,standard,full_ads,annual
10,80,1,0,18,premium,full_ads,annual
10,80,2,1,10,standard,no_ads,monthly
10,80,3,0,22,premium,limited_ads,annual
11,81,1,1,14,standard,limited_ads,annual
11,81,2,0,18,premium,full_ads,annual
11,81,3,0,18,standard,full_ads,monthly
11,82,1,0,22,standard,limited_ads,monthly
11,82,2,1,18,premium,limited_ads,monthly
11,82,3,0,22,standard,limited_ads,annual
11,83,1,1,14,premium,no_ads,monthly
11,83,2,0,18,premium,limited_ads,monthly
11,83,3,0,14,standard,full_ads,monthly
11,84,1,0,18,premium,full_ads,annual
11,84,2,0,18,premium,full_ads,annual
11,84,3,1,10,premium,no_ads,monthly
11,85,1,1,10,premium,no_ads,monthly
11,85,2,0,10,standard,limited_ads,annual
11,85,3,0,18,standard,full_ads,monthly
11,86,1,1,18,premium,no_ads,monthly
11,86,2,0,10,standard,limited_ads,annual
11,86,3,0,14,standard,no_ads,monthly
11,87,1,0,14,standard,limited_ads,annual
11,87,2,0,18,premium,no_ads,monthly
11,87,3,1,18,premium,no_ads,monthly
11,88,1,0,10,standard,limited_ads,monthly
11,88,2,1,10,standard,no_ads,monthly
11,88,3,0,22,premium,full_ads,monthly
12,89,1,0,22,standard,full_ads,annual
12,89,2,0,22,standard,full_ads,annual
12,89,3,1,10,premium,full_ads,annual
12,90,1,1,18,premium,no_ads,annual
12,90,2,0,10,standard,full_ads,monthly
12,90,3,0,22,standard,limited_ads,monthly
12,91,1,0,18,premium,limited_ads,annual
12,91,2,1,14,premium,limited_ads,monthly
12,91,3,0,10,premium,full_ads,monthly
12,92,1,0,22,premium,limited_ads,monthly
12,92,2,0,22,standard,no_ads,monthly
12,92,3,1,14,standard,full_ads,annual
12,93,1,0,18,standard,no_ads,monthly
12,93,2,0,22,premium,full_ads,monthly
12,93,3,1,18,standard,no_ads,annual
12,94,1,0,22,premium,limited_ads,annual
12,94,2,1,18,premium,full_ads,annual
12,94,3,0,18,standard,limited_ads,monthly
12,95,1,1,10,standard,full_ads,monthly
12,95,2,0,18,premium,full_ads,annual
12,95,3,0,10,standard,full_ads,annual
12,96,1,1,18,premium,no_ads,monthly
12,96,2,0,22,standard,full_ads,annual
12,96,3,0,10,premium,full_ads,annual
13,97,1,0,14,premium,full_ads,annual
13,97,2,1,18,premium,no_ads,annual
13,97,3,0,14,standard,full_ads,annual
13,98,1,0,14,standard,full_ads,monthly
13,98,2,1,14,standard,limited_ads,annual
13,98,3,0,10,standard,limited_ads,monthly
13,99,1,0,14,premium,full_ads,annual
13,99,2,0,14,premium,full_ads,monthly
13,99,3,1,14,premium,no_ads,monthly
13,100,1,0,10,standard,full_ads,monthly
13,100,2,0,22,premium,full_ads,monthly
13,100,3,1,14,standard,full_ads,annual
13,101,1,1,14,premium,limited_ads,annual
13,101,2,0,14,standard,full_ads,monthly
13,101,3,0,18,premium,full_ads,monthly
13,102,1,0,18,premium,full_ads,monthly
13,102,2,0,18,premium,limited_ads,monthly
13,102,3,1,14,premium,full_ads,annual
13,103,1,0,22,standard,no_ads,monthly
13,103,2,1,10,premium,no_ads,monthly
13,103,3,0,10,premium,limited_ads,monthly
13,104,1,0,22,standard,full_ads,monthly
13,104,2,0,22,premium,full_ads,monthly
13,104,3,1,14,standard,no_ads,annual
14,105,1,0,22,standard,full_ads,annual
14,105,2,0,10,standard,full_ads,annual
14,105,3,1,10,standard,limited_ads,annual
14,106,1,0,22,standard,full_ads,monthly
14,106,2,1,14,premium,limited_ads,annual
14,106,3,0,10,premium,no_ads,monthly
14,107,1,1,10,premium,no_ads,annual
14,107,2,0,18,standard,no_ads,annual
14,107,3,0,14,standard,limited_ads,monthly
14,108,1,0,10,standard,limited_ads,monthly
14,108,2,0,14,standard,limited_ads,annual
14,108,3,1,14,standard,limited_ads,monthly
14,109,1,1,18,premium,no_ads,annual
14,109,2,0,14,standard,full_ads,monthly
14,109,3,0,18,standard,no_ads,monthly
14,110,1,0,22,standard,limited_ads,monthly
14,110,2,1,10,premium,full_ads,annual
14,110,3,0,14,standard,no_ads,annual
14,111,1,0,18,standard,full_ads,monthly
14,111,2,1,22,standard,no_ads,monthly
14,111,3,0,10,premium,full_ads,monthly
14,112,1,0,22,standard,no_ads,monthly
14,112,2,1,10,standard,no_ads,annual
14,112,3,0,14,standard,no_ads,monthly
15,113,1,1,14,premium,limited_ads,annual
15,113,2,0,22,standard,full_ads,annual
15,113,3,0,18,standard,full_ads,annual
15,114,1,1,18,premium,full_ads,monthly
15,114,2,0,22,premium,no_ads,annual
15,114,3,0,22,standard,limited_ads,monthly
15,115,1,0,18,premium,no_ads,annual
15,115,2,0,18,premium,full_ads,monthly
15,115,3,1,14,standard,limited_ads,monthly
15,116,1,1,10,premium,no_ads,annual
15,116,2,0,10,premium,no_ads,monthly
15,116,3,0,18,premium,limited_ads,monthly
15,117,1,0,14,standard,limited_ads,annual
15,117,2,1,22,standard,no_ads,annual
15,117,3,0,10,standard,full_ads,monthly
15,118,1,1,10,premium,no_ads,monthly
15,118,2,0,18,premium,full_ads,monthly
15,118,3,0,14,premium,limited_ads,monthly
15,119,1,1,10,standard,no_ads,monthly
15,119,2,0,22,standard,limited_ads,annual
15,119,3,0,22,premium,limited_ads,annual
15,120,1,0,22,standard,full_ads,monthly
15,120,2,0,22,standard,limited_ads,monthly
15,120,3,1,18,premium,limited_ads,annual
16,121,1,0,10,standard,limited_ads,annual
16,121,2,0,22,premium,full_ads,monthly
16,121,3,1,10,standard,no_ads,monthly
16,122,1,0,14,premium,no_ads,monthly
16,122,2,0,18,standard,no_ads,monthly
16,122,3,1,18,standard,no_ads,annual
16,123,1,0,18,standard,limited_ads,monthly
16,123,2,0,22,premium,limited_ads,monthly
16,123,3,1,18,premium,full_ads,annual
16,124,1,0,10,standard,no_ads,annual
16,124,2,1,22,standard,no_ads,annual
16,124,3,0,14,standard,limited_ads,monthly
16,125,1,0,18,premium,no_ads,annual
16,125,2,1,14,premium,limited_ads,annual
16,125,3,0,10,premium,limited_ads,monthly
16,126,1,1,10,premium,limited_ads,annual
16,126,2,0,14,premium,no_ads,monthly
16,126,3,0,18,standard,full_ads,annual
16,127,1,0,18,standard,limited_ads,monthly
16,127,2,0,18,standard,limited_ads,monthly
16,127,3,1,14,premium,full_ads,annual
16,128,1,1,10,standard,no_ads,monthly
16,128,2,0,10,standard,limited_ads,monthly
16,128,3,0,14,standard,no_ads,monthly
17,129,1,0,22,premium,full_ads,monthly
17,129,2,1,10,standard,limited_ads,monthly
17,129,3,0,18,standard,full_ads,annual
17,130,1,1,18,premium,full_ads,monthly
17,130,2,0,10,premium,limited_ads,monthly
17,130,3,0,18,premium,limited_ads,monthly
17,131,1,0,10,premium,no_ads,monthly
17,131,2,0,22,standard,no_ads,monthly
17,131,3,1,10,premium,limited_ads,monthly
17,132,1,0,18,standard,limited_ads,annual
17,132,2,1,14,premium,full_ads,annual
17,132,3,0,22,standard,limited_ads,annual
17,133,1,1,14,premium,no_ads,annual
17,133,2,0,22,standard,limited_ads,annual
17,133,3,0,14,standard,no_ads,annual
17,134,1,0,10,standard,full_ads,annual
17,134,2,0,22,standard,limited_ads,monthly
17,134,3,1,10,premium,full_ads,annual
17,135,1,0,22,premium,limited_ads,annual
17,135,2,1,14,premium,limited_ads,annual
17,135,3,0,10,standard,full_ads,monthly
17,136,1,1,10,premium,limited_ads,annual
17,136,2,0,14,standard,limited_ads,annual
17,136,3,0,18,premium,limited_ads,monthly
18,137,1,0,22,standard,full_ads,monthly
18,137,2,0,10,premium,full_ads,monthly
18,137,3,1,10,premium,limited_ads,annual
18,138,1,1,14,standard,no_ads,monthly
18,138,2,0,22,premium,limited_ads,annual
18,138,3,0,18,standard,no_ads,monthly
18,139,1,1,14,standard,limited_ads,annual
18,139,2,0,22,standard,full_ads,monthly
18,139,3,0,18,standard,limited_ads,annual
18,140,1,1,10,standard,full_ads,monthly
18,140,2,0,22,premium,limited_ads,annual
18,140,3,0,10,premium,full_ads,monthly
18,141,1,1,14,standard,no_ads,monthly
18,141,2,0,18,standard,full_ads,monthly
18,141,3,0,14,standard,no_ads,annual
18,142,1,0,22,standard,limited_ads,annual
18,142,2,1,14,standard,no_ads,annual
18,142,3,0,14,standard,limited_ads,annual
18,143,1,0,18,premium,limited_ads,monthly
18,143,2,0,18,premium,limited_ads,monthly
18,143,3,1,10,premium,full_ads,monthly
18,144,1,0,14,premium,limited_ads,monthly
18,144,2,0,14,premium,limited_ads,monthly
18,144,3,1,14,standard,full_ads,annual
19,145,1,0,10,standard,limited_ads,annual
19,145,2,1,22,premium,no_ads,annual
19,145,3,0,10,standard,limited_ads,monthly
19,146,1,0,18,standard,full_ads,monthly
19,146,2,1,18,premium,no_ads,annual
19,146,3,0,14,standard,limited_ads,annual
19,147,1,1,10,standard,no_ads,annual
19,147,2,0,22,premium,full_ads,monthly
19,147,3,0,10,premium,full_ads,monthly
19,148,1,0,22,premium,no_ads,monthly
19,148,2,1,18,standard,limited_ads,annual
19,148,3,0,18,standard,limited_ads,monthly
19,149,1,0,18,premium,full_ads,monthly
19,149,2,1,10,standard,no_ads,annual
19,149,3,0,22,standard,limited_ads,annual
19,150,1,0,14,premium,full_ads,annual
19,150,2,0,18,standard,no_ads,monthly
19,150,3,1,22,premium,no_ads,annual
19,151,1,0,22,premium,limited_ads,annual
19,151,2,0,22,premium,full_ads,monthly
19,151,3,1,10,premium,limited_ads,monthly
19,152,1,0,18,premium,full_ads,monthly
19,152,2,0,18,premium,limited_ads,annual
19,152,3,1,14,premium,no_ads,annual
20,153,1,0,18,premium,full_ads,annual
20,153,2,1,10,standard,no_ads,annual
20,153,3,0,22,standard,full_ads,annual
20,154,1,0,14,premium,limited_ads,monthly
20,154,2,1,10,standard,full_ads,monthly
20,154,3,0,18,standard,no_ads,annual
20,155,1,1,14,premium,limited_ads,monthly
20,155,2,0,14,standard,full_ads,monthly
20,155,3,0,18,standard,limited_ads,annual
20,156,1,0,10,standard,full_ads,annual
20,156,2,1,18,standard,no_ads,annual
20,156,3,0,10,standard,full_ads,monthly
20,157,1,0,14,standard,no_ads,annual
20,157,2,1,14,premium,limited_ads,monthly
20,157,3,0,14,premium,limited_ads,annual
20,158,1,1,10,premium,full_ads,annual
20,158,2,0,22,standard,no_ads,annual
20,158,3,0,18,premium,no_ads,annual
20,159,1,0,22,standard,no_ads,monthly
20,159,2,0,18,standard,no_ads,monthly
20,159,3,1,10,premium,no_ads,monthly
20,160,1,0,10,standard,limited_ads,monthly
20,160,2,0,10,premium,full_ads,annual
20,160,3,1,10,standard,no_ads,annual
21,161,1,1,22,premium,limited_ads,annual
21,161,2,0,22,premium,full_ads,annual
21,161,3,0,18,premium,limited_ads,monthly
21,162,1,0,18,standard,full_ads,annual
21,162,2,0,22,premium,limited_ads,monthly
21,162,3,1,22,premium,full_ads,annual
21,163,1,1,10,standard,limited_ads,annual
21,163,2,0,22,standard,limited_ads,monthly
21,163,3,0,22,premium,full_ads,monthly
21,164,1,0,22,premium,full_ads,annual
21,164,2,1,22,premium,no_ads,annual
21,164,3,0,14,standard,limited_ads,monthly
21,165,1,1,10,standard,limited_ads,monthly
21,165,2,0,18,premium,limited_ads,monthly
21,165,3,0,10,premium,full_ads,monthly
21,166,1,1,18,premium,no_ads,annual
21,166,2,0,10,standard,full_ads,annual
21,166,3,0,22,standard,no_ads,monthly
21,167,1,0,14,premium,full_ads,monthly
21,167,2,0,18,standard,limited_ads,monthly
21,167,3,1,14,premium,no_ads,monthly
21,168,1,0,22,standard,full_ads,annual
21,168,2,1,22,standard,no_ads,annual
21,168,3,0,22,standard,full_ads,annual
22,169,1,1,10,premium,no_ads,annual
22,169,2,0,14,premium,limited_ads,monthly
22,169,3,0,10,premium,no_ads,annual
22,170,1,0,18,premium,limited_ads,annual
22,170,2,1,14,standard,limited_ads,annual
22,170,3,0,22,premium,full_ads,monthly
22,171,1,0,18,standard,no_ads,annual
22,171,2,1,14,standard,no_ads,annual
22,171,3,0,22,premium,no_ads,annual
22,172,1,1,18,premium,no_ads,annual
22,172,2,0,22,premium,full_ads,monthly
22,172,3,0,22,premium,limited_ads,annual
22,173,1,0,22,standard,full_ads,annual
22,173,2,1,22,premium,full_ads,annual
22,173,3,0,18,premium,full_ads,annual
22,174,1,0,14,standard,full_ads,monthly
22,174,2,0,18,premium,limited_ads,monthly
22,174,3,1,14,standard,limited_ads,monthly
22,175,1,1,18,premium,full_ads,annual
22,175,2,0,18,standard,limited_ads,annual
22,175,3,0,18,premium,limited_ads,annual
22,176,1,0,18,premium,no_ads,annual
22,176,2,1,18,standard,no_ads,annual
22,176,3,0,18,premium,limited_ads,annual
23,177,1,0,14,standard,limited_ads,monthly
23,177,2,1,10,premium,no_ads,annual
23,177,3,0,22,premium,limited_ads,monthly
23,178,1,0,18,standard,limited_ads,monthly
23,178,2,1,14,premium,full_ads,annual
23,178,3,0,18,premium,full_ads,annual
23,179,1,0,22,premium,full_ads,monthly
23,179,2,1,14,standard,no_ads,annual
23,179,3,0,18,premium,limited_ads,annual
23,180,1,0,18,standard,full_ads,monthly
23,180,2,0,10,premium,limited_ads,monthly
23,180,3,1,18,premium,no_ads,monthly
23,181,1,0,10,standard,full_ads,monthly
23,181,2,0,14,standard,no_ads,annual
23,181,3,1,10,premium,no_ads,annual
23,182,1,0,18,premium,full_ads,annual
23,182,2,0,14,standard,limited_ads,monthly
23,182,3,1,18,premium,full_ads,monthly
23,183,1,0,22,premium,limited_ads,monthly
23,183,2,0,14,standard,limited_ads,monthly
23,183,3,1,18,standard,limited_ads,annual
23,184,1,0,14,standard,limited_ads,annual
23,184,2,1,10,standard,full_ads,annual
23,184,3,0,10,standard,limited_ads,monthly
24,185,1,0,22,standard,no_ads,monthly
24,185,2,1,18,standard,no_ads,monthly
24,185,3,0,22,premium,limited_ads,annual
24,186,1,1,10,premium,full_ads,annual
24,186,2,0,14,standard,full_ads,monthly
24,186,3,0,22,standard,full_ads,monthly
24,187,1,0,22,standard,full_ads,annual
24,187,2,0,22,premium,full_ads,annual
24,187,3,1,14,premium,no_ads,annual
24,188,1,0,18,standard,no_ads,annual
24,188,2,1,10,premium,full_ads,monthly
24,188,3,0,10,premium,full_ads,monthly
24,189,1,1,10,standard,no_ads,annual
24,189,2,0,22,standard,limited_ads,monthly
24,189,3,0,18,premium,no_ads,monthly
24,190,1,0,22,standard,no_ads,annual
24,190,2,1,14,premium,limited_ads,annual
24,190,3,0,22,premium,full_ads,monthly
24,191,1,0,22,standard,full_ads,annual
24,191,2,0,18,standard,limited_ads,annual
24,191,3,1,10,standard,limited_ads,monthly
24,192,1,0,14,premium,full_ads,annual
24,192,2,0,22,premium,limited_ads,monthly
24,192,3,1,18,premium,limited_ads,monthly
25,193,1,1,10,premium,limited_ads,monthly
25,193,2,0,22,standard,limited_ads,annual
25,193,3,0,14,premium,limited_ads,annual
25,194,1,0,22,standard,limited_ads,monthly
25,194,2,0,18,premium,limited_ads,monthly
25,194,3,1,22,standard,no_ads,annual
25,195,1,0,14,standard,limited_ads,annual
25,195,2,1,14,standard,no_ads,annual
25,195,3,0,22,premium,limited_ads,monthly
25,196,1,0,22,standard,full_ads,annual
25,196,2,1,10,standard,no_ads,annual
25,196,3,0,18,standard,full_ads,annual
25,197,1,1,10,standard,no_ads,monthly
25,197,2,0,18,standard,limited_ads,monthly
25,197,3,0,10,premium,full_ads,monthly
25,198,1,0,14,premium,full_ads,annual
25,198,2,1,10,premium,no_ads,annual
25,198,3,0,14,standard,full_ads,annual
25,199,1,0,14,standard,no_ads,monthly
25,199,2,0,22,standard,full_ads,annual
25,199,3,1,14,premium,limited_ads,annual
25,200,1,0,14,premium,full_ads,annual
25,200,2,1,22,standard,no_ads,monthly
25,200,3,0,22,standard,full_ads,annual
26,201,1,0,10,premium,limited_ads,annual
26,201,2,1,14,standard,limited_ads,monthly
26,201,3,0,18,standard,limited_ads,annual
26,202,1,0,22,standard,full_ads,annual
26,202,2,0,18,premium,full_ads,annual
26,202,3,1,10,premium,limited_ads,monthly
26,203,1,0,22,premium,limited_ads,annual
26,203,2,1,18,premium,no_ads,monthly
26,203,3,0,18,premium,full_ads,annual
26,204,1,0,14,standard,no_ads,annual
26,204,2,0,22,standard,limited_ads,monthly
26,204,3,1,10,premium,no_ads,annual
26,205,1,0,22,standard,no_ads,monthly
26,205,2,0,14,standard,full_ads,monthly
26,205,3,1,22,premium,no_ads,monthly
26,206,1,0,18,premium,no_ads,monthly
26,206,2,0,22,standard,full_ads,annual
26,206,3,1,14,standard,full_ads,monthly
26,207,1,0,14,premium,full_ads,annual
26,207,2,0,10,standard,full_ads,monthly
26,207,3,1,14,premium,no_ads,monthly
26,208,1,0,10,premium,full_ads,monthly
26,208,2,1,10,premium,limited_ads,annual
26,208,3,0,18,standard,limited_ads,monthly
27,209,1,1,10,premium,limited_ads,monthly
27,209,2,0,22,premium,full_ads,monthly
27,209,3,0,10,premium,full_ads,annual
27,210,1,1,14,premium,limited_ads,annual
27,210,2,0,18,premium,limited_ads,annual
27,210,3,0,22,premium,no_ads,annual
27,211,1,0,14,premium,full_ads,monthly
27,211,2,0,18,premium,limited_ads,annual
27,211,3,1,10,premium,limited_ads,monthly
27,212,1,0,14,standard,no_ads,annual
27,212,2,0,18,premium,no_ads,annual
27,212,3,1,14,premium,limited_ads,monthly
27,213,1,0,10,premium,full_ads,monthly
27,213,2,0,10,premium,full_ads,monthly
