customer_id,month,state
C0008,20,Churned
C0008,21,Churned
C0008,22,Churned
C0008,23,Churned
C0008,24,Churned
C0009,1,Casual
C0009,2,Active
C0009,3,Active
C0009,4,At_Risk
C0009,5,At_Risk
C0009,6,Power_User
C0009,7,Power_User
C0009,8,Active
C0009,9,Power_User
C0009,10,Power_User
C0009,11,Power_User
C0009,12,Active
C0009,13,Active
C0009,14,Active
C0009,15,Casual
C0009,16,Active
C0009,17,Active
C0009,18,Casual
C0009,19,Casual
C0009,20,At_Risk
C0009,21,At_Risk
C0009,22,At_Risk
C0009,23,Active
C0009,24,Active
C0010,1,Active
C0010,2,Lapsed
C0010,3,Lapsed
C0010,4,Churned
C0010,5,Churned
C0010,6,Churned
C0010,7,Churned
C0010,8,Churned
C0010,9,Churned
C0010,10,Churned
C0010,11,Churned
C0010,12,Churned
C0010,13,Churned
C0010,14,Churned
C0010,15,Churned
C0010,16,Churned
C0010,17,Churned
C0010,18,Churned
C0010,19,Churned
C0010,20,Churned
C0010,21,Churned
C0010,22,Churned
C0010,23,Churned
C0010,24,Churned
C0011,1,Active
C0011,2,Active
C0011,3,Casual
C0011,4,Casual
C0011,5,Active
C0011,6,Active
C0011,7,At_Risk
C0011,8,At_Risk
C0011,9,At_Risk
C0011,10,Active
C0011,11,Active
C0011,12,Churned
C0011,13,Churned
C0011,14,Churned
C0011,15,Churned
C0011,16,Churned
C0011,17,Churned
C0011,18,Churned
C0011,19,Churned
C0011,20,Churned
C0011,21,Churned
C0011,22,Churned
C0011,23,Churned
C0011,24,Churned
C0012,1,Casual
C0012,2,At_Risk
C0012,3,At_Risk
C0012,4,At_Risk
C0012,5,Lapsed
C0012,6,Churned
C0012,7,Churned
C0012,8,Churned
C0012,9,Churned
C0012,10,Churned
C0012,11,Churned
C0012,12,Churned
C0012,13,Churned
C0012,14,Churned
C0012,15,Churned
C0012,16,Churned
C0012,17,Churned
C0012,18,Churned
C0012,19,Churned
C0012,20,Churned
C0012,21,Churned
C0012,22,Churned
C0012,23,Churned
C0012,24,Churned
C0013,1,Power_User
C0013,2,Power_User
C0013,3,Power_User
C0013,4,Power_User
C0013,5,Active
C0013,6,Lapsed
C0013,7,Lapsed
C0013,8,At_Risk
C0013,9,Lapsed
C0013,10,At_Risk
C0013,11,At_Risk
C0013,12,Active
C0013,13,Power_User
C0013,14,Casual
C0013,15,At_Risk
C0013,16,At_Risk
C0013,17,At_Risk
C0013,18,Casual
C0013,19,Active
C0013,20,Active
C0013,21,Active
C0013,22,Casual
C0013,23,Casual
C0013,24,Casual
C0014,1,Casual
C0014,2,Casual
C0014,3,Casual
C0014,4,Casual
C0014,5,Active
C0014,6,Active
C0014,7,Casual
C0014,8,Power_User
C0014,9,Power_User
C0014,10,Power_User
C0014,11,Power_User
C0014,12,Active
C0014,13,Casual
C0014,14,Casual
C0014,15,Active
C0014,16,Active
C0014,17,Active
C0014,18,Active
C0014,19,Active
C0014,20,Active
C0014,21,Active
C0014,22,Active
C0014,23,Power_User
C0014,24,Power_User
C0015,1,Casual
C0015,2,At_Risk
C0015,3,At_Risk
C0015,4,Casual
C0015,5,Active
C0015,6,Active
C0015,7,Power_User
C0015,8,Power_User
C0015,9,Casual
C0015,10,Casual
C0015,11,Casual
C0015,12,Casual
C0015,13,Casual
C0015,14,Casual
C0015,15,Lapsed
C0015,16,Lapsed
C0015,17,Churned
C0015,18,Churned
C0015,19,Churned
C0015,20,Churned
C0015,21,Churned
C0015,22,Churned
C0015,23,Churned
C0015,24,Churned
C0016,1,Active
C0016,2,Casual
C0016,3,Power_User
C0016,4,Active
C0016,5,Active
C0016,6,Power_User
C0016,7,Active
C0016,8,Active
C0016,9,Casual
C0016,10,At_Risk
C0016,11,Lapsed
C0016,12,At_Risk
C0016,13,Casual
C0016,14,At_Risk
C0016,15,Lapsed
C0016,16,Churned
C0016,17,Churned
C0016,18,Churned
C0016,19,Churned
C0016,20,Churned
C0016,21,Churned
C0016,22,Churned
C0016,23,Churned
C0016,24,Churned
C0017,1,Power_User
C0017,2,Casual
C0017,3,Casual
C0017,4,At_Risk
C0017,5,At_Risk
C0017,6,Lapsed
C0017,7,Lapsed
C0017,8,Active
C0017,9,At_Risk
C0017,10,Active
C0017,11,Active
C0017,12,At_Risk
C0017,13,Churned
C0017,14,Churned
C0017,15,Churned
C0017,16,Churned
C0017,17,Churned
C0017,18,Churned
C0017,19,Churned
C0017,20,Churned
C0017,21,Churned
C0017,22,Churned
C0017,23,Churned
C0017,24,Churned
C0018,1,Casual
C0018,2,Casual
C0018,3,At_Risk
C0018,4,At_Risk
C0018,5,Active
C0018,6,Active
C0018,7,Casual
C0018,8,Casual
C0018,9,Active
C0018,10,Power_User
C0018,11,Active
C0018,12,Power_User
C0018,13,Active
C0018,14,Casual
C0018,15,Active
C0018,16,Power_User
C0018,17,At_Risk
C0018,18,At_Risk
C0018,19,At_Risk
C0018,20,Lapsed
C0018,21,Churned
C0018,22,Churned
C0018,23,Churned
C0018,24,Churned
C0019,1,At_Risk
C0019,2,At_Risk
C0019,3,At_Risk
C0019,4,Churned
C0019,5,Churned
C0019,6,Churned
C0019,7,Churned
C0019,8,Churned
C0019,9,Churned
C0019,10,Churned
C0019,11,Churned
C0019,12,Churned
C0019,13,Churned
C0019,14,Churned
C0019,15,Churned
C0019,16,Churned
C0019,17,Churned
C0019,18,Churned
C0019,19,Churned
C0019,20,Churned
C0019,21,Churned
C0019,22,Churned
C0019,23,Churned
C0019,24,Churned
C0020,1,Churned
C0020,2,Churned
C0020,3,Churned
C0020,4,Churned
C0020,5,Churned
C0020,6,Churned
C0020,7,Churned
C0020,8,Churned
C0020,9,Churned
C0020,10,Churned
C0020,11,Churned
C0020,12,Churned
C0020,13,Churned
C0020,14,Churned
C0020,15,Churned
C0020,16,Churned
C0020,17,Churned
C0020,18,Churned
C0020,19,Churned
C0020,20,Churned
C0020,21,Churned
C0020,22,Churned
C0020,23,Churned
C0020,24,Churned
C0021,1,Casual
C0021,2,Casual
C0021,3,Casual
C0021,4,At_Risk
C0021,5,At_Risk
C0021,6,Casual
C0021,7,Lapsed
C0021,8,Churned
C0021,9,Churned
C0021,10,Churned
C0021,11,Churned
C0021,12,Churned
C0021,13,Churned
C0021,14,Churned
C0021,15,Churned
C0021,16,Churned
C0021,17,Churned
C0021,18,Churned
C0021,19,Churned
C0021,20,Churned
C0021,21,Churned
C0021,22,Churned
C0021,23,Churned
C0021,24,Churned
C0022,1,Active
C0022,2,Active
C0022,3,Active
C0022,4,Power_User
C0022,5,Active
C0022,6,Casual
C0022,7,Churned
C0022,8,Churned
C0022,9,Churned
C0022,10,Churned
C0022,11,Churned
C0022,12,Churned
C0022,13,Churned
C0022,14,Churned
C0022,15,Churned
C0022,16,Churned
C0022,17,Churned
C0022,18,Churned
C0022,19,Churned
C0022,20,Churned
C0022,21,Churned
C0022,22,Churned
C0022,23,Churned
C0022,24,Churned
C0023,1,Casual
C0023,2,At_Risk
C0023,3,At_Risk
C0023,4,At_Risk
C0023,5,Lapsed
C0023,6,Lapsed
C0023,7,Casual
C0023,8,Power_User
C0023,9,Active
C0023,10,Active
C0023,11,Casual
C0023,12,Active
C0023,13,Active
C0023,14,Power_User
C0023,15,Power_User
C0023,16,Power_User
C0023,17,Power_User
C0023,18,Power_User
C0023,19,Casual
C0023,20,Casual
C0023,21,Casual
C0023,22,At_Risk
C0023,23,At_Risk
C0023,24,At_Risk
C0024,1,Lapsed
C0024,2,Casual
C0024,3,Lapsed
C0024,4,Lapsed
C0024,5,At_Risk
C0024,6,At_Risk
C0024,7,Churned
C0024,8,Churned
C0024,9,Churned
C0024,10,Churned
C0024,11,Churned
C0024,12,Churned
C0024,13,Churned
C0024,14,Churned
C0024,15,Churned
C0024,16,Churned
C0024,17,Churned
C0024,18,Churned
C0024,19,Churned
C0024,20,Churned
C0024,21,Churned
C0024,22,Churned
C0024,23,Churned
C0024,24,Churned
C0025,1,Active
C0025,2,Active
C0025,3,Active
C0025,4,Power_User
C0025,5,Power_User
C0025,6,Power_User
C0025,7,Power_User
C0025,8,Power_User
C0025,9,Power_User
C0025,10,Active
C0025,11,Power_User
C0025,12,Active
C0025,13,Active
C0025,14,Power_User
C0025,15,Active
C0025,16,At_Risk
C0025,17,Active
C0025,18,Active
C0025,19,Casual
C0025,20,At_Risk
C0025,21,Casual
C0025,22,Active
C0025,23,Active
C0025,24,Active
C0026,1,Active
C0026,2,Active
C0026,3,Casual
C0026,4,Power_User
C0026,5,Power_User
C0026,6,Active
C0026,7,At_Risk
C0026,8,At_Risk
C0026,9,At_Risk
C0026,10,Active
C0026,11,Active
C0026,12,Active
C0026,13,Active
C0026,14,Active
C0026,15,Active
C0026,16,Power_User
C0026,17,Power_User
C0026,18,Power_User
C0026,19,Power_User
C0026,20,Power_User
C0026,21,Active
C0026,22,Active
C0026,23,Active
C0026,24,Casual
C0027,1,Power_User
C0027,2,Power_User
C0027,3,Power_User
C0027,4,Active
C0027,5,Active
C0027,6,Active
C0027,7,Active
C0027,8,Active
C0027,9,Active
C0027,10,Active
C0027,11,Active
C0027,12,Churned
C0027,13,Churned
C0027,14,Churned
C0027,15,Churned
C0027,16,Churned
C0027,17,Churned
C0027,18,Churned
C0027,19,Churned
C0027,20,Churned
C0027,21,Churned
C0027,22,Churned
C0027,23,Churned
C0027,24,Churned
C0028,1,Churned
C0028,2,Churned
C0028,3,Churned
C0028,4,Churned
C0028,5,Churned
C0028,6,Churned
C0028,7,Churned
C0028,8,Churned
C0028,9,Churned
C0028,10,Churned
C0028,11,Churned
C0028,12,Churned
C0028,13,Churned
C0028,14,Churned
C0028,15,Churned
C0028,16,Churned
C0028,17,Churned
C0028,18,Churned
C0028,19,Churned
C0028,20,Churned
C0028,21,Churned
C0028,22,Churned
C0028,23,Churned
C0028,24,Churned
C0029,1,Casual
C0029,2,Active
C0029,3,Active
C0029,4,Active
C0029,5,Power_User
C0029,6,At_Risk
C0029,7,At_Risk
C0029,8,Lapsed
C0029,9,At_Risk
C0029,10,At_Risk
C0029,11,Lapsed
C0029,12,Lapsed
C0029,13,Lapsed
C0029,14,Lapsed
C0029,15,Lapsed
C0029,16,Churned
C0029,17,Churned
C0029,18,Churned
C0029,19,Churned
C0029,20,Churned
C0029,21,Churned
C0029,22,Churned
C0029,23,Churned
C0029,24,Churned
C0030,1,At_Risk
C0030,2,Active
C0030,3,Casual
C0030,4,Active
C0030,5,Active
C0030,6,Active
C0030,7,Casual
C0030,8,Casual
C0030,9,Casual
C0030,10,Casual
C0030,11,At_Risk
C0030,12,At_Risk
C0030,13,Lapsed
C0030,14,Lapsed
C0030,15,Lapsed
C0030,16,Lapsed
C0030,17,At_Risk
C0030,18,Lapsed
C0030,19,Lapsed
C0030,20,At_Risk
C0030,21,Lapsed
C0030,22,Lapsed
C0030,23,Lapsed
C0030,24,Churned
C0031,1,Power_User
C0031,2,Casual
C0031,3,Casual
C0031,4,Casual
C0031,5,Active
C0031,6,Casual
C0031,7,Casual
C0031,8,Casual
C0031,9,At_Risk
C0031,10,Lapsed
C0031,11,At_Risk
C0031,12,Casual
C0031,13,Active
C0031,14,Casual
C0031,15,Power_User
C0031,16,Power_User
C0031,17,Active
C0031,18,Casual
C0031,19,Casual
C0031,20,At_Risk
C0031,21,Active
C0031,22,Casual
C0031,23,Active
C0031,24,Active
C0032,1,Power_User
C0032,2,Power_User
C0032,3,Active
C0032,4,Casual
C0032,5,Casual
C0032,6,At_Risk
C0032,7,At_Risk
C0032,8,Casual
C0032,9,Casual
C0032,10,Active
C0032,11,At_Risk
C0032,12,At_Risk
C0032,13,At_Risk
C0032,14,At_Risk
C0032,15,Churned
C0032,16,Churned
C0032,17,Churned
C0032,18,Churned
C0032,19,Churned
C0032,20,Churned
C0032,21,Churned
C0032,22,Churned
C0032,23,Churned
C0032,24,Churned
C0033,1,Casual
C0033,2,Active
C0033,3,Active
C0033,4,Active
C0033,5,Active
C0033,6,Casual
C0033,7,Lapsed
C0033,8,Churned
C0033,9,Churned
C0033,10,Churned
C0033,11,Churned
C0033,12,Churned
C0033,13,Churned
C0033,14,Churned
C0033,15,Churned
C0033,16,Churned
C0033,17,Churned
C0033,18,Churned
C0033,19,Churned
C0033,20,Churned
C0033,21,Churned
C0033,22,Churned
C0033,23,Churned
C0033,24,Churned
C0034,1,Lapsed
C0034,2,Lapsed
C0034,3,Lapsed
C0034,4,Lapsed
C0034,5,Lapsed
C0034,6,At_Risk
C0034,7,At_Risk
C0034,8,Casual
C0034,9,Active
C0034,10,Active
C0034,11,Active
C0034,12,At_Risk
C0034,13,At_Risk
C0034,14,At_Risk
C0034,15,At_Risk
C0034,16,Power_User
C0034,17,Active
C0034,18,Active
C0034,19,Lapsed
C0034,20,Casual
C0034,21,Casual
C0034,22,Active
C0034,23,Churned
C0034,24,Churned
C0035,1,Power_User
C0035,2,Active
C0035,3,Active
C0035,4,At_Risk
C0035,5,Casual
C0035,6,Active
C0035,7,Power_User
C0035,8,Power_User
C0035,9,Power_User
C0035,10,Power_User
C0035,11,Active
C0035,12,Active
C0035,13,Active
C0035,14,Active
C0035,15,Active
C0035,16,Active
C0035,17,Active
C0035,18,Active
C0035,19,Casual
C0035,20,Lapsed
C0035,21,Lapsed
C0035,22,At_Risk
C0035,23,At_Risk
C0035,24,At_Risk
C0036,1,Active
C0036,2,Casual
C0036,3,Casual
C0036,4,Power_User
C0036,5,Power_User
C0036,6,Power_User
C0036,7,Active
C0036,8,Power_User
C0036,9,Power_User
C0036,10,Active
C0036,11,Active
C0036,12,Active
C0036,13,Active
C0036,14,Power_User
C0036,15,Power_User
C0036,16,Active
C0036,17,Casual
C0036,18,At_Risk
C0036,19,At_Risk
C0036,20,At_Risk
C0036,21,Casual
C0036,22,Casual
C0036,23,At_Risk
C0036,24,Power_User
C0037,1,Active
C0037,2,Power_User
C0037,3,Power_User
C0037,4,Power_User
C0037,5,Power_User
C0037,6,Active
C0037,7,Casual
C0037,8,Casual
C0037,9,Active
C0037,10,Active
C0037,11,Active
C0037,12,Active
C0037,13,Active
C0037,14,Active
C0037,15,Active
C0037,16,Active
C0037,17,Active
C0037,18,At_Risk
C0037,19,Lapsed
C0037,20,Casual
C0037,21,At_Risk
C0037,22,At_Risk
C0037,23,Lapsed
C0037,24,Churned
C0038,1,Power_User
C0038,2,Power_User
C0038,3,Power_User
C0038,4,Power_User
C0038,5,Power_User
C0038,6,Power_User
C0038,7,Active
C0038,8,Churned
C0038,9,Churned
C0038,10,Churned
C0038,11,Churned
C0038,12,Churned
C0038,13,Churned
C0038,14,Churned
C0038,15,Churned
C0038,16,Churned
C0038,17,Churned
C0038,18,Churned
C0038,19,Churned
C0038,20,Churned
C0038,21,Churned
C0038,22,Churned
C0038,23,Churned
C0038,24,Churned
C0039,1,Casual
C0039,2,Casual
C0039,3,Active
C0039,4,At_Risk
C0039,5,At_Risk
C0039,6,At_Risk
C0039,7,At_Risk
C0039,8,Active
C0039,9,Active
C0039,10,Casual
C0039,11,Active
C0039,12,Active
C0039,13,Active
C0039,14,Active
C0039,15,Active
C0039,16,Active
C0039,17,Casual
C0039,18,Casual
C0039,19,Casual
C0039,20,Casual
C0039,21,Casual
C0039,22,Lapsed
C0039,23,Lapsed
C0039,24,At_Risk
C0040,1,Active
C0040,2,Active
C0040,3,Power_User
C0040,4,Power_User
C0040,5,Power_User
C0040,6,Power_User
C0040,7,Active
C0040,8,Power_User
C0040,9,Power_User
C0040,10,Active
C0040,11,Active
C0040,12,Active
C0040,13,Active
C0040,14,Active
C0040,15,Casual
C0040,16,At_Risk
C0040,17,At_Risk
C0040,18,Casual
C0040,19,Casual
C0040,20,Casual
C0040,21,Active
C0040,22,At_Risk
C0040,23,Active
C0040,24,At_Risk
C0041,1,Active
C0041,2,Active
C0041,3,Casual
C0041,4,At_Risk
C0041,5,Lapsed
C0041,6,Lapsed
C0041,7,Lapsed
C0041,8,Churned
C0041,9,Churned
C0041,10,Churned
C0041,11,Churned
C0041,12,Churned
C0041,13,Churned
C0041,14,Churned
C0041,15,Churned
C0041,16,Churned
C0041,17,Churned
C0041,18,Churned
C0041,19,Churned
C0041,20,Churned
C0041,21,Churned
C0041,22,Churned
C0041,23,Churned
C0041,24,Churned
C0042,1,Active
C0042,2,Casual
C0042,3,At_Risk
C0042,4,Casual
C0042,5,At_Risk
C0042,6,Active
C0042,7,Active
C0042,8,Active
C0042,9,Active
C0042,10,Power_User
C0042,11,Active
C0042,12,Active
C0042,13,Casual
C0042,14,Active
C0042,15,Active
C0042,16,Active
C0042,17,Casual
C0042,18,Casual
C0042,19,Casual
C0042,20,At_Risk
C0042,21,At_Risk
C0042,22,Casual
C0042,23,Power_User
C0042,24,Active
C0043,1,At_Risk
C0043,2,At_Risk
C0043,3,Churned
C0043,4,Churned
C0043,5,Churned
C0043,6,Churned
C0043,7,Churned
C0043,8,Churned
C0043,9,Churned
C0043,10,Churned
C0043,11,Churned
C0043,12,Churned
C0043,13,Churned
C0043,14,Churned
C0043,15,Churned
C0043,16,Churned
C0043,17,Churned
C0043,18,Churned
C0043,19,Churned
C0043,20,Churned
C0043,21,Churned
C0043,22,Churned
C0043,23,Churned
C0043,24,Churned
C0044,1,Active
C0044,2,Active
C0044,3,Active
C0044,4,Active
C0044,5,At_Risk
C0044,6,Lapsed
C0044,7,Casual
C0044,8,Casual
C0044,9,At_Risk
C0044,10,Churned
C0044,11,Churned
C0044,12,Churned
C0044,13,Churned
C0044,14,Churned
C0044,15,Churned
C0044,16,Churned
C0044,17,Churned
C0044,18,Churned
C0044,19,Churned
C0044,20,Churned
C0044,21,Churned
C0044,22,Churned
C0044,23,Churned
C0044,24,Churned
C0045,1,Power_User
C0045,2,Casual
C0045,3,At_Risk
C0045,4,Churned
C0045,5,Churned
C0045,6,Churned
C0045,7,Churned
C0045,8,Churned
C0045,9,Churned
C0045,10,Churned
C0045,11,Churned
C0045,12,Churned
C0045,13,Churned
C0045,14,Churned
C0045,15,Churned
C0045,16,Churned
C0045,17,Churned
C0045,18,Churned
C0045,19,Churned
C0045,20,Churned
C0045,21,Churned
C0045,22,Churned
C0045,23,Churned
C0045,24,Churned
C0046,1,Casual
C0046,2,Active
C0046,3,Active
C0046,4,Active
C0046,5,Active
C0046,6,Casual
C0046,7,Casual
C0046,8,Active
C0046,9,Active
C0046,10,Active
C0046,11,Power_User
C0046,12,Active
C0046,13,Active
C0046,14,Active
C0046,15,Active
C0046,16,Casual
C0046,17,Casual
C0046,18,Casual
C0046,19,Casual
C0046,20,Casual
C0046,21,At_Risk
C0046,22,Lapsed
C0046,23,Lapsed
C0046,24,Churned
C0047,1,Casual
C0047,2,At_Risk
C0047,3,At_Risk
C0047,4,At_Risk
C0047,5,At_Risk
C0047,6,Lapsed
C0047,7,At_Risk
C0047,8,Lapsed
C0047,9,Churned
C0047,10,Churned
C0047,11,Churned
C0047,12,Churned
C0047,13,Churned
C0047,14,Churned
C0047,15,Churned
C0047,16,Churned
C0047,17,Churned
C0047,18,Churned
C0047,19,Churned
C0047,20,Churned
C0047,21,Churned
C0047,22,Churned
C0047,23,Churned
C0047,24,Churned
C0048,1,Casual
C0048,2,At_Risk
C0048,3,Active
C0048,4,Casual
C0048,5,Casual
C0048,6,Lapsed
C0048,7,Lapsed
C0048,8,Lapsed
C0048,9,Churned
C0048,10,Churned
C0048,11,Churned
C0048,12,Churned
C0048,13,Churned
C0048,14,Churned
C0048,15,Churned
C0048,16,Churned
C0048,17,Churned
C0048,18,Churned
C0048,19,Churned
C0048,20,Churned
C0048,21,Churned
C0048,22,Churned
C0048,23,Churned
C0048,24,Churned
C0049,1,At_Risk
C0049,2,Active
C0049,3,Power_User
C0049,4,Power_User
C0049,5,Power_User
C0049,6,Active
C0049,7,Active
C0049,8,Active
C0049,9,Active
C0049,10,Churned
C0049,11,Churned
C0049,12,Churned
C0049,13,Churned
C0049,14,Churned
C0049,15,Churned
C0049,16,Churned
C0049,17,Churned
C0049,18,Churned
C0049,19,Churned
C0049,20,Churned
C0049,21,Churned
C0049,22,Churned
C0049,23,Churned
C0049,24,Churned
C0050,1,Casual
C0050,2,Casual
C0050,3,Casual
C0050,4,Churned
C0050,5,Churned
C0050,6,Churned
C0050,7,Churned
C0050,8,Churned
C0050,9,Churned
C0050,10,Churned
C0050,11,Churned
C0050,12,Churned
C0050,13,Churned
C0050,14,Churned
C0050,15,Churned
C0050,16,Churned
C0050,17,Churned
C0050,18,Churned
C0050,19,Churned
C0050,20,Churned
C0050,21,Churned
C0050,22,Churned
C0050,23,Churned
C0050,24,Churned
C0051,1,At_Risk
C0051,2,At_Risk
C0051,3,Active
C0051,4,Active
C0051,5,Active
C0051,6,Active
C0051,7,Active
C0051,8,Active
C0051,9,Power_User
C0051,10,Power_User
C0051,11,Power_User
C0051,12,Active
C0051,13,Active
C0051,14,Active
C0051,15,Power_User
C0051,16,Power_User
C0051,17,Power_User
C0051,18,Power_User
C0051,19,Power_User
C0051,20,Power_User
C0051,21,Active
C0051,22,Casual
C0051,23,At_Risk
C0051,24,Active
C0052,1,Power_User
C0052,2,Power_User
C0052,3,At_Risk
C0052,4,Casual
C0052,5,Casual
C0052,6,Casual
C0052,7,At_Risk
C0052,8,At_Risk
C0052,9,Power_User
C0052,10,Power_User
C0052,11,Power_User
C0052,12,Power_User
C0052,13,Power_User
C0052,14,Power_User
C0052,15,Power_User
C0052,16,Power_User
C0052,17,Power_User
C0052,18,Power_User
C0052,19,Active
C0052,20,Casual
C0052,21,Active
C0052,22,Active
C0052,23,Power_User
C0052,24,Power_User
C0053,1,Power_User
C0053,2,Casual
C0053,3,Active
C0053,4,Active
C0053,5,Casual
C0053,6,At_Risk
C0053,7,At_Risk
C0053,8,Lapsed
C0053,9,Lapsed
C0053,10,Churned
C0053,11,Churned
C0053,12,Churned
C0053,13,Churned
C0053,14,Churned
C0053,15,Churned
C0053,16,Churned
C0053,17,Churned
C0053,18,Churned
C0053,19,Churned
C0053,20,Churned
C0053,21,Churned
C0053,22,Churned
C0053,23,Churned
C0053,24,Churned
C0054,1,Active
C0054,2,Active
C0054,3,Casual
C0054,4,Casual
C0054,5,Casual
C0054,6,Casual
C0054,7,At_Risk
C0054,8,Casual
C0054,9,Churned
C0054,10,Churned
C0054,11,Churned
C0054,12,Churned
C0054,13,Churned
C0054,14,Churned
C0054,15,Churned
C0054,16,Churned
C0054,17,Churned
C0054,18,Churned
C0054,19,Churned
C0054,20,Churned
C0054,21,Churned
C0054,22,Churned
C0054,23,Churned
C0054,24,Churned
C0055,1,At_Risk
C0055,2,At_Risk
C0055,3,At_Risk
C0055,4,Lapsed
C0055,5,Lapsed
C0055,6,Churned
C0055,7,Churned
C0055,8,Churned
C0055,9,Churned
C0055,10,Churned
C0055,11,Churned
C0055,12,Churned
C0055,13,Churned
C0055,14,Churned
C0055,15,Churned
C0055,16,Churned
C0055,17,Churned
C0055,18,Churned
C0055,19,Churned
C0055,20,Churned
C0055,21,Churned
C0055,22,Churned
C0055,23,Churned
C0055,24,Churned
C0056,1,At_Risk
C0056,2,At_Risk
C0056,3,At_Risk
C0056,4,At_Risk
C0056,5,At_Risk
C0056,6,Casual
C0056,7,Casual
C0056,8,Lapsed
C0056,9,At_Risk
C0056,10,At_Risk
C0056,11,At_Risk
C0056,12,Lapsed
C0056,13,Casual
C0056,14,Lapsed
C0056,15,Lapsed
C0056,16,At_Risk
C0056,17,Active
C0056,18,Active
C0056,19,Active
C0056,20,Active
C0056,21,Casual
C0056,22,Casual
C0056,23,Active
C0056,24,Active
C0057,1,Active
C0057,2,Active
C0057,3,Power_User
C0057,4,Active
C0057,5,Active
C0057,6,Active
C0057,7,Casual
C0057,8,At_Risk
C0057,9,At_Risk
C0057,10,Lapsed
C0057,11,At_Risk
C0057,12,Active
C0057,13,Active
C0057,14,Power_User
C0057,15,Power_User
C0057,16,Casual
C0057,17,Power_User
C0057,18,Power_User
